title,location,Price,category
Al Naoura Pastries,"Abdoun, Amman",87,"['Breakfast', 'Pastries', 'Jordanian']"
Lazalezo Arabic Dish,Al Rama,100,['Arabic']
Sukkar w Muraba,Al Khuraybah,100,"['Desserts', 'Crepes and Waffles']"
The MedShed,Ash Shūnah ash Shamālīyah,50,"['Healthy', 'Snacks']"
Durra Foods,Kufayrāt Abū Khīnan,32,"['Manaqeesh', 'Pastries']"
Tazaj,Ad Dimnah,98,"['Fried Chicken', 'Sandwiches ', 'Arabic']"
Fadeeleh Butchery,Dana,84,"['Speciality Store', 'Fresh Meat & Fish']"
Albasha Pastries,Irbid,63,"['Pastries', 'Arabic']"
Firefly Al Muqabalain,Shūnat Nimrīn,68,['Burgers']
Al Baraka Dates,Al Azraq ash Shamālī,13,"['Desserts', 'Healthy']"
Jayb Al Tajer Sandwiches,Aqaba,83,['American']
Dawood Hamada Restaurant,Kufayrāt Abū Khīnan,47,"['Arabic', 'Breakfast', 'Falafel']"
"Mickey's Burger,Marj alhamam",Al Ḩayy,35,"['American', 'Burgers', 'Jordanian']"
Luxury Mobile,Al Azraq ash Shamālī,15,['Speciality Store']
Pizza W Moajanat Alaqsa,Abū al Lasan,97,['Pastries']
Talet Al Quds Restaurant,Al Kafrayn,14,['Grills']
Ajban Haneen,Al Burj,72,['Speciality Store']
Gourmet Grills,‘Ayn Amūn,78,"['Burgers', 'Grills', 'American']"
A7la Fteereh,Al Ḩayy,21,"['Arabic', 'Pastries', 'Pizza']"
Saif Coffee,Al Kafrayn,88,"['Desserts', 'Juices']"
La Bella Torta,Umm Uthainah,34,['Desserts']
Shaikh Al Hara Restaurant,Al Burj,60,['Seafood']
Lahmeh W Fakhar Restaurant,Al Quwayrah,90,"['Arabic', 'International', 'Lebanese', 'Shawarma & Doner', 'Turkish']"
Abu Haweleh butchery,"Abdoun, Amman",89,"['Speciality Store', 'Fresh Meat & Fish']"
Al Joud Al Demashqi,Madaba,19,"['Pastries', 'Arabic']"
Shawerman,Kerak,62,['Shawarma & Doner']
"Al Fawal, Al Nuzha",Al Ḩayy,93,"['Breakfast', 'Falafel']"
Rashoof On The Run,Madaba,77,['Arabic']
Asha Toys,Al Khuraybah,68,['Speciality Store']
Al Seddiq Sweets,Ţāb Kirā‘,14,['Desserts']
Pizza Al Wali,Al Burj,30,"['Pizza', 'Fried Chicken', 'Pasta']"
Mazaj Cocktail,Jerash,31,"['Sandwiches ', 'Juices', 'Healthy']"
Manqoshet Al Dahya,‘Ayn Amūn,11,"['Pastries', 'Pizza']"
Siwars & CO,Dana,68,['Speciality Store']
Horoof Asamena Restaurant& Cafe,Ajloun,100,"['International', 'Beverages', 'Breakfast']"
Burgerji,Al Rama,69,['Burgers']
Kebdeh W Shata orginal,Al Ḩayy,15,"['Sandwiches ', 'Arabic']"
Lili's House,Bayyūḑah,51,"['Italian', 'Pasta', 'Pizza', 'Breakfast']"
Jamalon,Wadi Rum,76,['Speciality Store']
Rubua AlKarradah,Bayyūḑah,53,"['Shawarma & Doner', 'Snacks', 'Sandwiches ']"
Oishi,Aqaba,16,"['Chinese', 'Thai', 'Vegetarian']"
Matbakh Bait Al Mansaf,Al Khuraybah,45,"['Arabic', 'Jordanian']"
Waynes Coffee,Shūnat Nimrīn,51,"['Sandwiches ', 'Beverages', 'Salads']"
Lole Restaurant,Ad Dimnah,87,"['Sandwiches ', 'Snacks']"
Thai Room,Al Azraq ash Shamālī,34,['Thai']
Cafe Social,Umm al Kundum,89,"['International', 'Desserts']"
Marleys,Al Rama,72,"['American', 'Mexican']"
Sarmad,Kufayrāt Abū Khīnan,15,['Arabic']
Bait Al Maqdes Grills,‘Ayn Amūn,41,"['Arabic', 'Grills']"
Aleasili,Aţ Ţayyibah,75,"['Arabic', 'Breakfast', 'Falafel']"
Volga,Al Rama,85,"['Burgers', 'Salads', 'Sandwiches ']"
Low Carb Salad,At-Tafilah,80,"['Salads', 'Beverages', 'Healthy']"
AL-Beltajie,Ajloun,62,"['Falafel', 'Sandwiches ', 'Breakfast']"
The Snack Shop,Ajloun,38,"['Burgers', 'Snacks', 'Sandwiches ']"
Paradise Bakeries,Aqaba,17,"['Speciality Store', 'Bread & Bakery']"
Taipei Tourismo Restaurant,Aţ Ţayyibah,93,"['Asian', 'Chinese']"
Zmzm Sweets,Ash Shumaysānī,45,"['Desserts', 'Crepes and Waffles']"
Pizza w Moajanat Al Hasna'a,Al Rama,72,"['Pastries', 'Pizza']"
100 Burger,Wadi Musa,57,"['American', 'Burgers', 'Sandwiches ']"
Lemar Mobile,Amman,30,['Speciality Store']
Ahl Alkheir Restaurant,Umm Uthainah,53,"['Sandwiches ', 'Burgers', 'Shawarma & Doner']"
Krij,Al Kafrayn,71,"['Shawarma & Doner', 'Snacks', 'Sandwiches ']"
Novo Wavo,Wadi Rum,95,"['Speciality Store', 'Coffee & Tea']"
Malhmet Jebal Al Deyar Al Arabeya,Al Azraq ash Shamālī,60,"['Arabic', 'Grills']"
Rashoof On The Run,Az Zarqa,99,['Arabic']
Paella King,Ţāb Kirā‘,46,"['Seafood', 'American']"
Kox Sweets & More,Az Zarqa,72,"['Arabic', 'Desserts']"
Haifa Gate Roastery,Umm al Kundum,72,"['Speciality Store', 'Nuts & Dried Fruit']"
Habibah Sweets,Irbid,61,"['Desserts', 'Arabic']"
95 Waffles,Az Zarqa,50,['Crepes and Waffles']
Daria lelmataam,Bayyūḑah,33,['Shawarma & Doner']
Ali Abu Jbara,Ash Shūnah ash Shamālīyah,79,"['Breakfast', 'Falafel']"
Mekasa Chocolate,Sowayma,73,"['Beverages', 'Desserts']"
We Farm,Māḩiş,11,"['Healthy', 'Beverages', 'Juices']"
TOFFIMELT,Al Maşţabah,10,"['Arabic', 'Desserts']"
Monet Amal O Abeer,At-Tafilah,58,"['Speciality Store', 'Fruits & Vegetables']"
High Fit Fitness Center,Al Kafrayn,77,['Healthy']
Abraj Alya,Al Azraq ash Shamālī,88,"['Shawarma & Doner', 'Snacks', 'Burgers']"
Cloud Shot Burger & Drinks,Ajloun,12,"['Burgers', 'Sandwiches ', 'Beverages']"
911 coffee,Māḩiş,64,"['Beverages', 'Desserts']"
Omer Grills and Brosted,Ad Dimnah,56,"['Fried Chicken', 'Grills']"
Daban Ice Cream,Abū al Lasan,49,['Desserts']
Zoo Keeper,Ajloun,51,['Speciality Store']
Faster Restaurant,‘Ayn Amūn,41,"['Fast Food', 'Sandwiches ']"
Vera's Cake And More,Jerash,30,['Desserts']
Broasted The Best Taste,Ash Shumaysānī,45,"['Fried Chicken', 'Fast Food']"
Lara Sweet,Jerash,27,['Desserts']
Al Showkie Roastary,Al Kafrayn,10,"['Speciality Store', 'Nuts & Dried Fruit']"
Quick Burger,Al Maşţabah,75,"['Burgers', 'Shawarma & Doner', 'Snacks']"
One Piece Restaurant,Umm Uthainah,81,"['Arabic', 'Lebanese', 'Manaqeesh']"
Sadeen Snack,Abū al Lasan,55,"['Burgers', 'Snacks']"
Turkish Pide,Kufayrāt Abū Khīnan,71,"['Turkish', 'Jordanian', 'International']"
Krafs,Umm al Kundum,79,"['Pizza', 'Manaqeesh', 'Pasta']"
Sooo Sweet,Ma‘ān,81,['Desserts']
Hermeez Coffee House,Aqaba,23,"['Beverages', 'Jordanian']"
Al Rashed Restaurant,Az Zarqa,40,"['Falafel', 'Sandwiches ', 'Arabic']"
Sushi Studio,At-Tafilah,77,"['Japanese', 'Sushi']"
Bait Al Ezz,Umm Uthainah,45,"['Pastries', 'Pizza', 'Snacks']"
Ahel Al Khair,Ad Dimnah,91,"['Shawarma & Doner', 'Mandi', 'Burgers']"
Boston Juices,Bayyūḑah,33,['Juices']
Mazraa dairy,Ash Shūnah ash Shamālīyah,87,['Speciality Store']
Zain And Maria Kitchen,Jerash,85,"['Desserts', 'Arabic']"
Al M3alem Restaurant,Madaba,47,"['Shawarma & Doner', 'Snacks', 'Fried Chicken']"
Za3fran O Hel,At-Tafilah,47,['Juices']
Jannat Al Sham Restaurant,Aqaba,95,"['Fried Chicken', 'Shawarma & Doner', 'Sandwiches ']"
Bashka,Umm al Kundum,15,"['Shawarma & Doner', 'Snacks', 'Sandwiches ']"
Nabteh o Fatteh,Umm Uthainah,12,"['Breakfast', 'Juices', 'Grills']"
Zohour Al Swafiah Restaurant,Umm Uthainah,68,['Grills']
Saba Al Sham Sweets,‘Ayn Amūn,28,"['Arabic', 'Desserts']"
Juicebangbang,Wadi Rum,51,"['Juices', 'Beverages']"
Murad Ghaith lel Tawasi,"Abdoun, Amman",28,"['Arabic', 'Pizza']"
Qasmieh Al Fawwal,Madaba,41,"['Jordanian', 'Arabic', 'Sandwiches ']"
Horoof Asamena Restaurant& Cafe,Ash Shūnah ash Shamālīyah,19,"['International', 'Beverages', 'Breakfast']"
Pizza La3yonak,Ash Shumaysānī,23,"['Breakfast', 'Pastries', 'Pizza']"
Al Zaubi Store`s,Abū al Lasan,24,"['Grocery ', 'Supermarket']"
Prime Sake,Ash Shūnah ash Shamālīyah,78,['Snacks']
Al Khawali Restaurant,Umm Qays,58,"['Shawarma & Doner', 'Snacks', 'Arabic']"
Just Shawarma,Kufayrāt Abū Khīnan,27,"['Shawarma & Doner', 'Sandwiches ', 'Jordanian']"
Bahar W Khardal,Al Khuraybah,55,"['Hot Dogs', 'Fast Food']"
Jebneh & Zattar,Aqaba,38,"['Pastries', 'Pizza', 'Manaqeesh']"
Bitty Bite,Umm Qays,20,['Desserts']
Wild Meat Kitchen,Aţ Ţayyibah,27,['Arabic']
Qalb Lnar,Bayyūḑah,92,"['Manaqeesh', 'Pizza', 'Breakfast', 'Fast Food']"
The PitMaster Smoke House,Ad Dimnah,24,"['American', 'Burgers', 'International']"
Shawerma Way,Al Maşţabah,59,"['Shawarma & Doner', 'Sandwiches ']"
Dark Rider,Wadi Musa,93,"['Burgers', 'Sandwiches ']"
Mayar for the goodness of the seas,Al Quwayrah,93,['Seafood']
Paradise,Abū al Lasan,56,['Speciality Store']
Ricci Wox & Pans,Aqaba,72,"['Chinese', 'Fast Food', 'Snacks']"
House Of Kabab Butchery,Al Qasţal,19,"['Speciality Store', 'Fresh Meat & Fish']"
Grilla And Snacky,Ash Shūnah ash Shamālīyah,93,['Grills']
Vitamin,Al Qasţal,38,"['Juices', 'Saj', 'Snacks']"
Swani Fukhar & Mashawi Tawasi Restaurant,Madaba,15,['Arabic']
Zaafaran Roastery,Al Khuraybah,65,"['Speciality Store', 'Nuts & Dried Fruit']"
Bayt AlRomman,Amman,71,"['Beverages', 'Juices', 'Fruit Salads', 'Healthy']"
Pizza For You,Madaba,70,['Pizza']
Cairo Restaurant,Māḩiş,27,"['Arabic', 'Grills']"
Own Snack,Al Burj,54,"['Shawarma & Doner', 'Snacks']"
Rakwat Kanaan Sweets,Umm Qays,64,['Desserts']
Al Adnan Restaurant,Al Rama,43,"['Arabic', 'Yemeni', 'Mandi']"
ZINGER BURGER,Az Zarqa,52,"['Burgers', 'Snacks', 'Sandwiches ']"
Abu Faleh Coffee,Ash Shūnah ash Shamālīyah,40,['Beverages']
Fat Tony`s Grill,Al Maşţabah,68,"['Burgers', 'International', 'Steaks']"
BBR Brisket & Ribs,Aqaba,32,"['Burgers', 'International', 'American']"
Pizza Usta,Jerash,35,['Pizza']
bawabet motah,Madaba,35,"['Manaqeesh', 'Pastries', 'Breakfast']"
Saydnaya Al-Sham Pizza and Pastries,Ajloun,86,"['Pastries', 'Pizza']"
Sprink,Umm Qays,70,['Desserts']
Campfire Grill,Al Kafrayn,36,"['Burgers', 'Hot Dogs', 'Wings']"
Alshami Resturant zarqa,Kerak,97,"['Sandwiches ', 'Fried Chicken', 'Shawarma & Doner']"
Ra`ahat Al Yasmeen,Al Ḩayy,58,"['Shawarma & Doner', 'Snacks']"
Tutanji Restaurant,Al Quwayrah,23,"['Arabic', 'Falafel']"
Petnology,Az Zarqa,60,['Speciality Store']
Taghamees Shawarma,Aqaba,90,"['Shawarma & Doner', 'Sandwiches ']"
Dopamine Empire,Māḩiş,59,"['Arabic', 'International', 'Jordanian']"
Arja' jabal Amman,Wadi Musa,50,"['Arabic', 'Manaqeesh']"
Yacoub Restaurant,Sowayma,78,"['Falafel', 'Breakfast']"
Crazy Hotdog,"Abdoun, Amman",58,"['American', 'Hot Dogs']"
Amanti Pasta,Al Khuraybah,52,"['Italian', 'Pastries', 'International']"
Arriba,Al Qasţal,50,['Mexican']
Um Ammar Kitchen,Abū al Lasan,12,['Desserts']
Tomor Al Hiwari,Al Azraq ash Shamālī,100,"['Speciality Store', 'Nuts & Dried Fruit']"
Hot Dog of Thrones,Māḩiş,35,"['Hot Dogs', 'Wings']"
Como Snack,Bayyūḑah,11,"['Burgers', 'Snacks', 'Sandwiches ']"
Shadi Link,Umm al Kundum,45,['Speciality Store']
Arcobaleno Pizza,Al Burj,81,"['Italian', 'Pizza']"
The Chef,Al Khuraybah,91,['Healthy']
Bait Al Zaad,Ash Shūnah ash Shamālīyah,76,"['Grills', 'Mandi', 'Arabic']"
Al Ahlam Flowers,Ţāb Kirā‘,95,['Flowers']
Kleicha,Al Kafrayn,37,"['Desserts', 'Pastries']"
My Market,Ash Shūnah ash Shamālīyah,84,"['Grocery ', 'Supermarket']"
Cut,Wadi Rum,30,"['Shawarma & Doner', 'Turkish', 'Falafel']"
3enab W Karaz,Al Quwayrah,89,"['Speciality Store', 'Fruits & Vegetables']"
Rukn Al Mawaed Restaurant,Al Rama,70,"['Arabic', 'Grills', 'Mandi']"
Maria Shop,Al Quwayrah,80,['Speciality Store']
Alkhayam,Aţ Ţayyibah,39,"['Sandwiches ', 'Shawarma & Doner']"
Abu Alqassem,Umm Uthainah,60,"['Falafel', 'Breakfast']"
MADE IN CHINA ,Aqaba,100,['Chinese']
Bait El Farra,Al Burj,43,"['Arabic', 'Pastries']"
BERGAMO,Ash Shumaysānī,15,"['Burgers', 'Shawarma & Doner', 'Sandwiches ']"
Ketonji,Umm Qays,94,"['Desserts', 'Healthy', 'Breakfast']"
The One,Abū al Lasan,72,"['Shawarma & Doner', 'Burgers']"
Amro mobile,Ash Shūnah ash Shamālīyah,86,['Speciality Store']
Lokmades,Aqaba,58,"['Desserts', 'Turkish']"
Forangy Bakery,Shūnat Nimrīn,93,"['Speciality Store', 'Bread & Bakery']"
Sunbola Pastry,Al Ḩayy,17,"['Arabic', 'Breakfast', 'Pastries']"
Mashawi Al Karam,Al Quwayrah,81,['Grills']
Ali Baba,Al Rama,33,"['Breakfast', 'Arabic']"
Ozone Cafe,Ajloun,31,"['Arabic', 'Jordanian']"
Ban Berry burger,Al Burj,24,"['Burgers', 'Juices', 'Sandwiches ']"
B Coffee Cream,Dana,92,"['Beverages', 'Crepes and Waffles', 'Desserts']"
Candy Box,Al Qasţal,73,"['Desserts', 'Ice Cream', 'Candy']"
Adan Restaurant,Aţ Ţayyibah,98,"['Breakfast', 'Falafel', 'Sandwiches ']"
Ayman Khaleeli Juices,Al Rama,43,"['Juices', 'Beverages']"
Jameeda khanum,Kufayrāt Abū Khīnan,71,['Arabic']
TOP Snack & Cocktail,Sowayma,69,"['Snacks', 'Juices', 'Shawarma & Doner']"
Alquds Resaurant,Abū al Lasan,70,"['Breakfast', 'Sandwiches ']"
"Al Fawal, Abdali",Ash Shumaysānī,86,"['Breakfast', 'Falafel']"
Lara Sweet,Al Qasţal,92,['Desserts']
Pizza El Rais,Wadi Musa,11,"['Pizza', 'International', 'Italian']"
Mozzarella Pastries,Dana,99,"['Arabic', 'Pastries', 'Pizza']"
Secret Spice,Ţāb Kirā‘,95,"['Arabic', 'Healthy', 'Yemeni']"
MRT Supermarket,Ad Dimnah,24,"['Grocery ', 'Convenience Store']"
Sarmad,Al Rama,93,['Arabic']
Novo Wavo,Aţ Ţayyibah,79,"['Speciality Store', 'Coffee & Tea']"
Snack Pizza,Al Qasţal,29,"['Snacks', 'Jordanian']"
Sunset pizza,Al Burj,41,"['Arabic', 'Pastries', 'Pizza']"
Peaks,Amman,94,"['American', 'Burgers', 'International']"
Roll A' Saj,Kerak,59,"['Arabic', 'Mandi']"
Ramadan Al khalili Juices downtown,Bayyūḑah,55,"['Arabic', 'Juices']"
Al Rashed Restaurant,Al Rama,46,"['Falafel', 'Sandwiches ', 'Arabic']"
Prime Sake,Wadi Rum,68,['International']
Ocean Frozen,Al Khuraybah,59,"['Speciality Store', 'Fresh Meat & Fish']"
"Mickey's Burger,Abdoun",Sowayma,65,"['Burgers', 'Grills', 'Jordanian']"
Turk For Technology,Bayyūḑah,72,['Speciality Store']
Crisper's,Al Kafrayn,56,"['Fried Chicken', 'Fast Food']"
BOMBASTIC,Aţ Ţayyibah,53,"['Pastries', 'Pizza']"
Black Coffee Beans,At-Tafilah,68,"['Speciality Store', 'Coffee & Tea']"
Crispy Wings,Al Kafrayn,43,"['American', 'Fast Food', 'Fried Chicken']"
Stars Curve,At-Tafilah,92,"['Arabic', 'Juices']"
Zmzm Sweets,Al Qasţal,32,"['Desserts', 'Ice Cream', 'Crepes and Waffles']"
CheeseCake Appetite,"Abdoun, Amman",88,"['American', 'Desserts']"
Formosa Chinese Restaurant,Ma‘ān,44,['Chinese']
assrouniah,Al Azraq ash Shamālī,42,['Speciality Store']
Mnahe Restaurant,Ash Shumaysānī,94,['Burgers']
Abbott,Al Khuraybah,82,['Speciality Store']
Family Pizza,Al Qasţal,15,"['Pizza', 'Pasta']"
Armando,Māḩiş,71,"['Burgers', 'Snacks']"
Hazelnut,Jerash,40,['Arabic']
Tashkileh,Az Zarqa,62,"['Pizza', 'Snacks']"
Sydney coffee house,‘Ayn Amūn,50,"['Crepes and Waffles', 'Burgers']"
Kalbaz Restaurant,Kerak,79,"['Fried Chicken', 'Shawarma & Doner', 'Burgers']"
Kareem Grills,Umm al Kundum,45,"['Speciality Store', 'Fresh Meat & Fish']"
HungryPoké,Al Quwayrah,55,"['Asian', 'Healthy', 'Salads']"
Adwaa Al Quds,"Abdoun, Amman",85,"['Falafel', 'Sandwiches ']"
PastaLicious,Al Kafrayn,65,"['Pasta', 'International', 'Italian']"
Ghaith For Fruits And Vegetables,Kerak,67,"['Speciality Store', 'Fruits & Vegetables']"
Codo Dar,Abū al Lasan,34,"['Arabic', 'Pizza', 'Snacks']"
Jamrah Restaurant,Az Zarqa,74,"['Shawarma & Doner', 'Snacks', 'Burgers']"
Pronto,Al Khuraybah,68,"['Italian', 'Pasta', 'Pizza']"
Occasionshouse.com,Al Azraq ash Shamālī,12,['Speciality Store']
Aghati,Abū al Lasan,33,"['Arabic', 'Desserts']"
Jo Coffee,Al Rama,18,"['Beverages', 'Snacks']"
Amo shawerma,Kufayrāt Abū Khīnan,94,['Shawarma & Doner']
Farah Way,‘Ayn Amūn,48,"['Shawarma & Doner', 'Sandwiches ']"
Abdeen Roastery,Sowayma,25,['Roastery']
Crazy Potato,Al Burj,28,['Fast Food']
Alam Al Korush Wal Fawaregh,Al Quwayrah,58,['Arabic']
Nola Restaurant,Wadi Rum,57,"['Burgers', 'Fast Food', 'Sandwiches ']"
Shawerma Time,Madaba,48,"['Arabic', 'Shawarma & Doner', 'Jordanian']"
Zinger King,Bayyūḑah,31,['Arabic']
Chaos Coffee House,Umm Qays,98,['Beverages']
Chess Pastries,Abū al Lasan,82,"['Arabic', 'Breakfast', 'Pastries']"
Al Rayya Al Shameyyi,Aqaba,81,"['Shawarma & Doner', 'Sandwiches ']"
Al-Hasnaa Lamees,Al Ḩayy,25,"['Burgers', 'Fast Food', 'Shawarma & Doner']"
Tikaryaki,Al Khuraybah,33,['Grills']
Matahen Ein Ghazal,Abū al Lasan,59,"['Speciality Store', 'Nuts & Dried Fruit']"
Nassem Alsham Pastries,Al Azraq ash Shamālī,89,['Pastries']
Annabella Pizza,Umm al Kundum,24,['Pizza']
Cake Maker,Al Quwayrah,34,['Desserts']
Naeem Al Sham Gate,Irbid,16,"['Grills', 'Mandi']"
Al Jizawi Grills,Az Zarqa,85,['Grills']
Shawayat Al Shaker,Al Ḩayy,28,"['Mandi', 'Yemeni']"
Ocean Express,Al Kafrayn,95,"['Lebanese', 'Salads', 'Seafood']"
Mr. Falafel,Al Maşţabah,41,"['Breakfast', 'Falafel', 'Arabic']"
Abu Al Asal Juicies & Cocktails,‘Ayn Amūn,51,"['Beverages', 'Juices']"
Mazaj Restaurant and Cocktail,Ash Shūnah ash Shamālīyah,49,"['Beverages', 'International', 'Shawarma & Doner']"
Amigo,Jerash,39,"['Burgers', 'Salads']"
Angelina's Oven,Kufayrāt Abū Khīnan,24,"['Breakfast', 'Desserts', 'International']"
Macros,Al Kafrayn,17,['Healthy']
Crunchy Ranchy,Shūnat Nimrīn,51,"['American', 'Fast Food', 'Sandwiches ']"
Calories Healthy Food,Abū al Lasan,38,['Healthy']
Shawerma Taim ( Eidoon ),At-Tafilah,10,"['Fried Chicken', 'Shawarma & Doner', 'Sandwiches ']"
Russian kitchen,Ţāb Kirā‘,94,['International']
Monet Amal O Abeer,Aqaba,49,"['Speciality Store', 'Fruits & Vegetables']"
Matjar Al Joud,Ash Shumaysānī,47,['Speciality Store']
Gee`s,Wadi Rum,80,['Speciality Store']
Waffle Hut,At-Tafilah,49,"['Crepes and Waffles', 'Desserts']"
Anwar Mecca Breakfast,Dana,100,"['Arabic', 'Breakfast', 'Falafel']"
Keys For Sustainable Development,Al Rama,16,['Speciality Store']
Bait Al Manaqesh,Amman,99,"['Breakfast', 'Pastries', 'Pizza']"
Candy Rush,Ash Shumaysānī,40,"['Speciality Store', 'Pastries & Sweets']"
Elite Pastries ( Al Huson Street ),Az Zarqa,18,"['Arabic', 'Pastries', 'Pizza']"
Hanini Muqabalain,Aqaba,58,"['Shawarma & Doner', 'Sandwiches ', 'Fried Chicken']"
Alban Bab Al Madinah,Al Azraq ash Shamālī,56,['Speciality Store']
Jannat AlMuttaqeen,Māḩiş,55,"['Falafel', 'Sandwiches ', 'Arabic']"
Honey And Beeyond,Sowayma,12,"['Desserts', 'Healthy']"
O3 Supermarket,Umm Uthainah,97,"['Grocery ', 'Supermarket']"
Altaibat Kitchen & Restaurant,Ash Shūnah ash Shamālīyah,58,"['Arabic', 'Grills', 'Lebanese']"
Abu AlZeek,Sowayma,20,"['Sandwiches ', 'Snacks']"
Madeleine Snack,Bayyūḑah,99,"['Arabic', 'Snacks']"
AlSunbolah Cocktail,Umm Qays,89,"['Salads', 'Desserts']"
Ahmad Coffee,Shūnat Nimrīn,75,"['Arabic', 'Juices']"
Zalloum Supplies,Ma‘ān,94,['Speciality Store']
Ola La restaurant jo,Al Burj,89,"['Arabic', 'International', 'Jordanian']"
Puffy Pastry,Umm Qays,25,"['Pastries', 'Pizza']"
Matam 3esheq,At-Tafilah,66,"['Grills', 'Arabic']"
Shawarma Hanyeh,Az Zarqa,53,"['Sandwiches ', 'Shawarma & Doner']"
Pancake And Waffle House,Kerak,38,"['American', 'Breakfast', 'Desserts']"
Boardgames Genie,Umm Qays,52,['Speciality Store']
Zokak,Bayyūḑah,53,"['Beverages', 'Coffee & Tea']"
Dizzy Chick,Abū al Lasan,13,"['Sandwiches ', 'Fried Chicken', 'Grills']"
Lara Sweet,Madaba,40,['Desserts']
Marleys,Ash Shumaysānī,57,"['American', 'Mexican']"
La Vigor,Ajloun,65,"['Beverages', 'Crepes and Waffles']"
Knaffela,Bayyūḑah,73,"['Desserts', ' Kuwaiti', 'Arabic']"
Hel W Cocktail,Māḩiş,58,"['Juices', 'Desserts', 'Snacks']"
Kababji,Al Kafrayn,58,"['Arabic', 'Grills', 'Pastries']"
Caravan Pizza & Pastries,Bayyūḑah,20,"['Italian', 'Pastries', 'Pizza']"
Viaggio Coffee,Abū al Lasan,12,"['Beverages', 'Desserts']"
Magnolia Bakery,Amman,33,"['Bakery and Cakes', 'Breakfast', 'Desserts']"
THE 3RD,Bayyūḑah,65,"['Burgers', 'Italian', 'Salads']"
Mashawi Al Karam,Dana,78,['Grills']
Khirat Al Marj,"Abdoun, Amman",26,['Arabic']
Zingriez,Umm Qays,83,"['Fast Food', 'Fried Chicken']"
EAT Mix,Ad Dimnah,100,"['International', 'Italian', 'Arabic', 'Asian']"
Hot Hut,Umm Qays,39,"['American', 'Burgers', 'Snacks']"
Al Mat3am,Māḩiş,73,"['Healthy', 'Lebanese', 'Pastries']"
Kumpiro,Umm Qays,52,"['Snacks', 'Turkish']"
Sichuan,"Abdoun, Amman",100,['Chinese']
Mansaf 3a Osolouh,"Abdoun, Amman",30,"['Arabic', 'Grills', 'Seafood']"
Manasef Abu Saleh,Ad Dimnah,90,['Jordanian']
Ikura,Aţ Ţayyibah,99,"['Sushi', 'Asian', 'Japanese']"
Rainbow for Mobile,Umm Uthainah,10,['Speciality Store']
Al Basha Turkish,Ma‘ān,81,"['Shawarma & Doner', 'Breakfast', 'Burgers']"
Dessert Palace,Bayyūḑah,90,"['Desserts', 'Frozen Yogurt ', 'Beverages']"
Mkhabez w Halawyat Sraya Abdeen,Al Kafrayn,73,"['Speciality Store', 'Bread & Bakery']"
Al Sadsah Library,Al Kafrayn,75,['Speciality Store']
Manqoosh El-Kornesh,Kerak,16,['Arabic']
Kagutsushi,Al Rama,32,"['Japanese', 'International']"
Butterfly Chocolate,Ajloun,93,['Desserts']
Mojanat Ayat,Abū al Lasan,36,"['Pastries', 'Jordanian']"
Bethany Snacks & Burgers,Al Maşţabah,98,"['Burgers', 'Desserts', 'Sandwiches ']"
ِAbu Monther Restaurant,Al Khuraybah,42,['Breakfast']
Pizza Azalee,Al Quwayrah,60,"['Pizza', 'Juices', 'Pastries']"
Talet El Marj Kitchen,Al Burj,84,"['Arabic', 'Grills', 'Seafood']"
Malabari Indian Restaurant,‘Ayn Amūn,74,"['Indian', 'International', 'Grills']"
Al Mamlaka Restaurant,Al Maşţabah,68,"['Arabic', 'Egyptian', 'Falafel']"
Pasta On The Wheel,Umm al Kundum,68,['Italian']
harley,Aţ Ţayyibah,59,['Burgers']
Aklouk Sweets & Cafe,Umm al Kundum,19,"['Beverages', 'Desserts']"
Milk Cake Bakery,Bayyūḑah,42,"['Desserts', 'Bakery and Cakes']"
Mashawi Beeti,Dana,25,"['Arabic', 'Grills', 'Lebanese']"
Yelo  Broasted,Al Quwayrah,50,"['Fried Chicken', 'Brazilian', 'Fast Food']"
Dolce Gusto Cafe,Umm Uthainah,11,"['Bakery and Cakes', 'Beverages']"
Indola,‘Ayn Amūn,92,['Speciality Store']
Xian,Ţāb Kirā‘,96,"['Asian', 'Chinese', 'Japanese']"
Qalb Al Naar,Aqaba,51,"['Pizza', 'Pastries']"
Lemon,Ajloun,80,"['International', 'Salads', 'Steaks']"
Q Snack,Amman,53,"['Shawarma & Doner', 'Sandwiches ']"
Kumpirci,Ma‘ān,61,"['Mexican', 'Snacks', 'Sandwiches ']"
La Paella,Umm Uthainah,81,['International']
Kunafeh 3al Hatab,Sowayma,94,['Desserts']
LHM,Al Quwayrah,52,"['American', 'Burgers', 'Grills']"
Crepson,Shūnat Nimrīn,61,"['Desserts', 'Jordanian']"
Haifa,Al Azraq ash Shamālī,17,"['Grills', 'Shawarma & Doner', 'Sandwiches ']"
Heat,Sowayma,47,"['Burgers', 'Sandwiches ']"
Pizza Moaajnat Al Zaman Al Jameel,Al Ḩayy,38,"['Pizza', 'Breakfast']"
Al Sairi,Al Burj,32,"['Speciality Store', 'Fruits & Vegetables']"
Nawaret Al Sabe3 le Al Mo3ajanat,Al Quwayrah,49,['Pizza']
Organix,Ma‘ān,98,['Juices']
Shawarma Arabi,Ad Dimnah,13,['Shawarma & Doner']
Ahmad Coffee,At-Tafilah,63,"['Arabic', 'Juices']"
Samara Dates,Bayyūḑah,91,"['Speciality Store', 'Nuts & Dried Fruit']"
MA Sweet,Amman,100,"['Desserts', 'Crepes and Waffles']"
